instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0808-A,44,928e7262d87d357c0d17db2e67008be9,"Iraq, the largest Arab country with a Shiite majority, also has a tiny Christian minority; most of its Jewish population was expelled after Israel's establishment. Gunmen stormed into the city's Chaldean and Armenian churches in the latest attacks on Iraq's minority Christian community. Religious minorities in Iraq, especially Christians, account for 3 percent of the population of 25 million, most of them Shiites and Sunnis. OTHERS: Ethnic Turks as well as Assyrians belonging to the Chaldean-Assyrian church, the main Christian sect in Iraq, are tiny minorities, with Turkmens concentrated in parts of northern Iraq. Most of Christians in Iraq are",Christians make up about three percent of what?,Iraq 's population,the population of 25 million,TRUE,TRUE
d0808-A,44,73b2ad835b3089b82b3f5c9f1cfe19fc,"Iraq, the largest Arab country with a Shiite majority, also has a tiny Christian minority; most of its Jewish population was expelled after Israel's establishment. Gunmen stormed into the city's Chaldean and Armenian churches in the latest attacks on Iraq's minority Christian community. Religious minorities in Iraq, especially Christians, account for 3 percent of the population of 25 million, most of them Shiites and Sunnis. OTHERS: Ethnic Turks as well as Assyrians belonging to the Chaldean-Assyrian church, the main Christian sect in Iraq, are tiny minorities, with Turkmens concentrated in parts of northern Iraq. Most of Christians in Iraq are","What has been attacked and more than 100 Christians have been killed, with many more wounded?",Several churches,Chaldean and Armenian churches,TRUE,TRUE
d0808-A,44,dbbe1f751d00b7f1212dbea5090af7da,"Iraq, the largest Arab country with a Shiite majority, also has a tiny Christian minority; most of its Jewish population was expelled after Israel's establishment. Gunmen stormed into the city's Chaldean and Armenian churches in the latest attacks on Iraq's minority Christian community. Religious minorities in Iraq, especially Christians, account for 3 percent of the population of 25 million, most of them Shiites and Sunnis. OTHERS: Ethnic Turks as well as Assyrians belonging to the Chaldean-Assyrian church, the main Christian sect in Iraq, are tiny minorities, with Turkmens concentrated in parts of northern Iraq. Most of Christians in Iraq are",Those targeted have included what?,people,Ethnic Turks as well as Assyrians,FALSE,FALSE
d0808-A,44,793e8557fb84e0d1f72004e64642a52c,"Iraq, the largest Arab country with a Shiite majority, also has a tiny Christian minority; most of its Jewish population was expelled after Israel's establishment. Gunmen stormed into the city's Chaldean and Armenian churches in the latest attacks on Iraq's minority Christian community. Religious minorities in Iraq, especially Christians, account for 3 percent of the population of 25 million, most of them Shiites and Sunnis. OTHERS: Ethnic Turks as well as Assyrians belonging to the Chaldean-Assyrian church, the main Christian sect in Iraq, are tiny minorities, with Turkmens concentrated in parts of northern Iraq. Most of Christians in Iraq are","In mid - January, just before the upcoming elections, a Catholic archbishop was kidnapped by what in Mosul?",gunmen,Gunmen,TRUE,TRUE
d0808-A,35,47f770c685ab7b78e0c6e76d911f79cb,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in","Who regularly persecuted Christians, intent on driving them out?",Muslims,"car bombings, kidnappings and murders",FALSE,FALSE
d0808-A,35,efc7b24f76f40ecf585636a5bcb21a1d,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in","After what event did Iraqi Christians'future look brighter, but now looks worse, even though freedom of religion was stipulated in the interim constitution?",Saddam 's fall,four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings,FALSE,FALSE
d0808-A,35,6e615bd68a216c0eb32820779feeeb65,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in",How many churches were bombed?,Twelve churches,four,FALSE,FALSE
d0808-A,35,76999b0b13ede9eb7c5f4fd49db2c999,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in",How much of Iraq's population does Christians make up?,about three percent,nearly 1 million,TRUE,FALSE
d0808-A,35,abf54d4cd4a3b55ff9b1cf0474553d7e,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in","Since the U.S.-led war started, what has led many to leave the country, mostly for neighboring Syria and Jordan?",armed attacks,general security situation,TRUE,TRUE
d0808-A,35,6263d5cb9f0865ec5eb467db5bf65dfe,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in","Several churches in Baghdad and Mosul have been attacked and how many have been killed, with many more wounded?",more than 100 Christians,four,FALSE,FALSE
d0808-A,35,dbbe1f751d00b7f1212dbea5090af7da,"Pascale Isho Warda, a Christian who is the interim government's minister for displacement and migration, estimated as many as 15,000 out of Iraq's nearly 1 million Christians have left the country since August, when four churches in Baghdad and one in Mosul were blown up in a coordinated series of car bombings. But Yonadem Kana, secretary general of the Assyrian Democratic Movement, said the general security situation of the country car bombings, kidnappings and murders, which affect all of Iraq's religious groups had chased away many Christians. It could be an attack on Christians who are willing to participate in",Those targeted have included what?,people,all of Iraq's religious groups,FALSE,FALSE
d0808-A,41,215297759804719b2be4cd68a4c15fc8,"Gumen kidnapped a Catholic archbishop in Iraq's main northern city of Mosul Monday in what the Vatican condemned as a ""terrorist act"" as persistent violence dogged the run-up to landmark January 30 elections. In any event, Christianity in Iraq, through what is known asthe Assyrian Church of the East, took root very shortlyafter the faith was born. The kidnapping of a Catholic bishopin Mosul last week is a sad reminder of theonce robust but rapidly diminishing Christian community in Iraq. The former archbishop of Canterbury launched a campaign Monday to assure thefuture of Iraq's Assyrian community, which he said",Assyrian Christians in what country date to the pre - Islamic first century?,Iraq date,Iraq,TRUE,TRUE
